web-scraper-order,web-scraper-start-url,listing_link,listing_link-href,price,Address,bedrooms,bathrooms,Squarefeet,datesold
1680470903-86,https://www.zillow.com/wauwatosa-wi/sold/3_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A3%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/2167-N-71st-St-2167A-Milwaukee-WI-53213/2062987032_zpid/,": $285,000","2167 North 71st St UNIT 2167A, Wauwatosa, WI 53213",3 bd,2 ba,"1,632 sqft","Sold: $285,000Sold on 08/01/22Zestimate®: None HelpHelp"
1680470908-87,https://www.zillow.com/wauwatosa-wi/sold/3_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A3%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/2122-N-85th-St-Wauwatosa-WI-53226/110714397_zpid/,": $512,000","2122 North 85th St, Wauwatosa, WI 53226",4 bd,2 ba,"2,017 sqft","Sold: $512,000Sold on 08/01/22Zestimate®: $533,600"
1680470913-88,https://www.zillow.com/wauwatosa-wi/sold/3_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A3%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/2121-N-83rd-St-Wauwatosa-WI-53213/110706515_zpid/,": $515,000","2121 North 83rd St, Wauwatosa, WI 53213",3 bd,3 ba,"2,144 sqft","Sold: $515,000Sold on 08/01/22Zestimate®: $536,700"
1680470919-89,https://www.zillow.com/wauwatosa-wi/sold/3_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A3%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/8121-Richmond-Ct-Wauwatosa-WI-53213/110712805_zpid/,": $375,000","8121 Richmond Ct, Wauwatosa, WI 53213",3 bd,2 ba,"1,338 sqft","Sold: $375,000Sold on 08/03/22Zestimate®: $390,700"
1680470925-90,https://www.zillow.com/wauwatosa-wi/sold/3_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A3%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/2403-N-91st-St-Wauwatosa-WI-53226/110714514_zpid/,": $823,612","2403 North 91st St, Wauwatosa, WI 53226",4 bd,4 ba,"2,934 sqft","Sold: $823,612Sold on 08/04/22Zestimate®: $857,500"
1680470930-91,https://www.zillow.com/wauwatosa-wi/sold/3_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A3%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/8427-Jackson-Park-Blvd-Wauwatosa-WI-53226/110715092_zpid/,": $525,000","8427 Jackson Park Blvd, Wauwatosa, WI 53226",3 bd,2 ba,"2,016 sqft","Sold: $525,000Sold on 08/05/22Zestimate®: $546,600"
1680470936-92,https://www.zillow.com/wauwatosa-wi/sold/3_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A3%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/6108-Washington-Cir-Wauwatosa-WI-53213/99341908_zpid/,": $495,000","6108 Washington Cir, Wauwatosa, WI 53213",4 bd,2 ba,"2,372 sqft","Sold: $495,000Sold on 08/08/22Zestimate®: $515,800"
1680470941-93,https://www.zillow.com/wauwatosa-wi/sold/3_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A3%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/2373-N-60th-St-Milwaukee-WI-53210/2062534148_zpid/,": $355,000","2373 North 60th St, Wauwatosa, WI 53210",4 bd,2 ba,"2,078 sqft","Sold: $355,000Sold on 08/09/22Zestimate®: None HelpHelp"
1680470948-94,https://www.zillow.com/wauwatosa-wi/sold/3_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A3%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/1411-N-68th-St-Wauwatosa-WI-53213/110744147_zpid/,null,"1411 North 68th ST, Wauwatosa, WI 53213",null,2 ba,"1,254 sqft",null
1680470954-95,https://www.zillow.com/wauwatosa-wi/sold/3_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A3%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/2167-N-71st-St-Wauwatosa-WI-53213/110732824_zpid/,": $285,000","2167 N 71st St, Wauwatosa, WI 53213",4 bd,2 ba,"1,632 sqft","Sold: $285,000Sold on 08/09/22Zestimate®: $296,700"
1680470960-96,https://www.zillow.com/wauwatosa-wi/sold/3_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A3%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/2156-N-71st-St-Wauwatosa-WI-53213/110720039_zpid/,": $310,000","2156 North 71st St, Wauwatosa, WI 53213",4 bd,2 ba,"1,867 sqft","Sold: $310,000Sold on 08/09/22Zestimate®: $323,000"
1680470966-97,https://www.zillow.com/wauwatosa-wi/sold/3_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A3%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/2343-N-90th-St-Wauwatosa-WI-53226/110713881_zpid/,": $511,000","2343 North 90th St, Wauwatosa, WI 53226",3 bd,2 ba,"1,853 sqft","Sold: $511,000Sold on 08/12/22Zestimate®: $532,000"
1680470971-98,https://www.zillow.com/wauwatosa-wi/sold/3_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A3%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/1805-N-83rd-St-Wauwatosa-WI-53213/110702523_zpid/,": $300,000","1805 North 83rd St, Wauwatosa, WI 53213",3 bd,2 ba,"1,888 sqft","Sold: $300,000Sold on 08/12/22Zestimate®: $312,500"
1680470977-99,https://www.zillow.com/wauwatosa-wi/sold/3_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A3%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/2138-N-62nd-St-Wauwatosa-WI-53213/110746245_zpid/,": $375,000","2138 North 62nd St, Wauwatosa, WI 53213",4 bd,2 ba,"2,298 sqft","Sold: $375,000Sold on 08/15/22Zestimate®: $390,600"
1680470982-100,https://www.zillow.com/wauwatosa-wi/sold/3_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A3%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/1822-N-69th-St-Wauwatosa-WI-53213/110707210_zpid/,": $827,500","1822 North 69th St, Wauwatosa, WI 53213",5 bd,4 ba,"3,579 sqft","Sold: $827,500Sold on 08/16/22Zestimate®: $861,400"
1680470988-101,https://www.zillow.com/wauwatosa-wi/sold/3_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A3%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/9323-Beverly-Pl-Wauwatosa-WI-53226/110743509_zpid/,": $455,000","9323 Beverly Pl, Wauwatosa, WI 53226",3 bd,2 ba,"2,028 sqft","Sold: $455,000Sold on 08/17/22Zestimate®: $451,500"
1680470993-102,https://www.zillow.com/wauwatosa-wi/sold/3_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A3%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/8125-W-Woodland-Ave-Wauwatosa-WI-53213/108865495_zpid/,": $421,000","8125 West Woodland Ave, Wauwatosa, WI 53213",3 bd,2 ba,"2,111 sqft","Sold: $421,000Sold on 08/19/22Zestimate®: $438,400"
1680470998-103,https://www.zillow.com/wauwatosa-wi/sold/3_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A3%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/6709-W-Lloyd-St-6711-Milwaukee-WI-53213/2066661227_zpid/,": $435,000","6709 West Lloyd St UNIT 6711, Wauwatosa, WI 53213",4 bd,2 ba,"2,420 sqft","Sold: $435,000Sold on 08/23/22Zestimate®: None HelpHelp"
1680471004-104,https://www.zillow.com/wauwatosa-wi/sold/3_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A3%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/1292-N-63rd-St-Wauwatosa-WI-53213/110752182_zpid/,": $370,000","1292 North 63rd St, Wauwatosa, WI 53213",4 bd,2 ba,"2,782 sqft","Sold: $370,000Sold on 08/26/22Zestimate®: $385,200"
1680471010-105,https://www.zillow.com/wauwatosa-wi/sold/3_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A3%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/2356-N-86th-St-Wauwatosa-WI-53226/110750933_zpid/,": $320,000","2356 North 86th St, Wauwatosa, WI 53226",2 bd,2 ba,"1,572 sqft","Sold: $320,000Sold on 08/26/22Zestimate®: $333,100"
